group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""1"" tokens",,,,16976161.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16753128.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16857334.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16898149.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16856382.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16997932.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16905892.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882235.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16876342.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16920287.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16902725.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16910117.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16924049.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16881970.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16876862.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16885328.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16891247.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906676.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882076.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16937542.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16940788.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16997341.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16933492.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16876907.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16835625.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890665.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16941305.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16857490.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16892623.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16884446.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889680.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16877570.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16902717.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16857024.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16919387.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16869757.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16874725.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16864938.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16879719.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16867288.0,ns,59
